,Unnamed: 0,english_text
81,81.0,"All I ever wanted was to loveand hopefully be lovedMaybe I was wrongMaybe there is no hope for any loveDidn´t you see meDidn´t you love me a bitAm I just so blind on the badOr was it because I was so often sadAll I ever saw was youMy love, my hopeMaybe I was blindMaybe you didn´t have me in your heartDidn´t you see the love in meDidn´t you feel all this soft feelingsWas I just like every other girlWas I just some toy to play with ""All we have to decide is what we do with the time that is given to us"""
82,82.0,"Dark ways, low daysPlease take all this pain and sorrowYour love still in my heart staysI´ll think of you tomorrowThis is how it was suppose to beLove grows and love diesI saw you, even if you didn´t see meAnd I still wonder if your words were lies ""All we have to decide is what we do with the time that is given to us"""
83,83.0,"Come and fallow me into the landscape where the angels flyThere we shall taste the flesh,love the rest,and the Annual Bluegrass shall make us fly.Am I wrong to dream these dreams,I am already judged for doin´so,but for what? “Can´t rain all the time” - Brandon Lee"
84,84.0,"I´m waiting for youThinking of the good timesYou said you would come, said you would be hereNow I sit here alone…Those good days, good memoriesAll so bright and clearWhy aren´t you here, why did you say you would beBut inside myself I know that you won´t comeI´m waiting for youThinking of your smileYou said you wouldn´t go, wouldn´t left me aloneNow I sit here and cry….Days come and days goAnd still I´m waiting for youEven now when I know that you won´t comeNow when I know…I won´t see you again… ""All we have to decide is what we do with the time that is given to us"""
85,85.0,"Little girls shouldn’t dieFrom their own hand with a knifeThey shouldn’t lie naked on the floorKnowing there is no moreWatch their mother beaten upHearing all the screamsIt is always her fault, At least so it seamsLittle girls shouldn’t know lustShouldn’t either know the word distrust They should be happy and brightThey shouldn’t have red scarsCries in the night"
86,86.0,"I will stand out and be strongI will let you see meI will let you see my tears´cause I don´t like my fearI won´t go and hideI won´t run from myselfI won´t…..be afraidI wish that you could understandI wish there wore no questionsI wish that I could understandI wish there wore no answers ""All we have to decide is what we do with the time that is given to us"""
87,87.0,"I cried for youI bled for youI died for youBut no moreYou left me,AloneI won't cry for youI won't bleed for youI won't die for youYou don't know meAnd I'm not yoursI won't dedicate my tears to you..Anymore"
88,88.0,"Dark night and I was aloneOne smile and my thoughts are gone Your touch so deep My life completeDark life and I am aloneOne smile and you are goneYour touch awayThis is a ruint dayDark eyse and broken soulSad look and I´m still aloneYour touch a historyMy life a quiet story ""All we have to decide is what we do with the time that is given to us"""
89,89.0,"I used to smile,I loved to smile,But now, I snile no more.I lost you,I lost you.When you left you heldmy heart,my soul,my smile,my will to live.I used to enyoj life,I used to love life,but when you left i knew i did´tlove life,I Loved You…"
90,90.0,"When I look to the future and think about you The golden hair Maiden in all that you do The shining surrounds your being so bright Flowers and trees bathe in your shimmering light.You are the Angel of Heaven and Earth God blessed you at the moment of birth He looks after you and all those we Love His sign is the fluttering wings of a Dove.Whenever the Angels sing to His PraiseRemember the Rainbow born in His faceYou are the daughter of the Living LightThat is the most wonderful sight.Take these words and know that I’m hereA thought away, always so near.I love you my angel more than words could sayI wish you the most wonderful “Christmas Day”. With all my Love to you. 17/11/04.Runa"
91,91.0,"I wish upon a star that life could be more givingmiracles of love for all those who are livingI wish that you and me can understand the leavingthe heavy pain we feel in our grieving.Our life is forever touched when they come to earthhow come they leave us , even before birth ?May the angels watch over you, my loving little soulhelp your parents, my daughter to be whole !. I saw you in my dream, you stood so close to methe living light of hope, we were waiting to hug, to see.May God be with us all, on our different Paths of Livingand lead us to be strong and forever Giving.Runa febuary 2005"
92,92.0,"At this moment,I can't describe,The things that make me sad.This very minute,I can't see,The things that make me mad.Every passing second,I forget more and more about the things I never had,And I just don't care.'Cause I choose to live for the moment,And at this moment,I'm in you arms, and you're the one,Who makes me glad."
93,93.0,"I know I love youI know I doI wish to hold youyou want it toWhy did you breakwhat made this a hard daywhy did you feel so greyI know I need youI know I doI wish to see youyou´d wish it toWhy did you leavewhat made this unhappy daywhy couldn´t you just stayWhy….do I have to feel the same? ""All we have to decide is what we do with the time that is given to us"""
94,94.0,"I used to hate it.Then I actually kinda liked it.Then I loved it.First there was nothing.Then there was you.Then came the love.Then there was the thought of you.You destroyed it.But it being what?It having any chance of being rescued?Moving on.Fastforwarding the story.Then there came God.Yes God in all of his glory.I asked him what he has against me.Why he hasn’t really been a good God.He told me the only thing I ever needed to know.The wisest thing I’d ever hear.Carefully checking if anyone near,He whispered in my ear.To know what you haveYou have to have lost something good.To love like you can,You must have been hurt before.To hold on tight, never letting go,You must have been pushed away.To be able to realize,Who love you,And who don’t.Who will appreciate you,And who won’t.You must have felt it allHope you like it ^-^"
95,95.0,"winter comesas much as i despise winter(just like the next guy, and the third)i feel, in the weirdest fashion,akin to himthere's this understanding; mutualrespect, even reverancewhen i step outside in the morningevery morningit feels as if we're starting aconversation and it's comfortableno awkward pauses or nervous slipswe have all the time in the worldif something's left unsaid in aprilit comes back in octobe"
96,96.0,"I know I love youI know I doI wish to hold youyou want it toWhy did you breakwhat made this a hard daywhy did you feel so greyI know I need youI know I doI wish to see youyou´d wish it toWhy did you leavewhat made this unhappy daywhy couldn´t you just stayWhy….do I have to feel the same? ""All we have to decide is what we do with the time that is given to us"""
97,97.0,"Everything gets so blurryWhen I see your faceWhen you touch my handEverything got so wonderfulThe day you walked into my lifewhy? why have you goneto that girlShe doesn´t feel the way I doI want…no I need you backI need to get that blurry feeling backI loved you, I really did."
98,98.0,"When I look to heavens door to see the angels playthey come with love and open arms and invite me to stay.Forever in the love and light, in the healing rayangels gather all around to help us every day. Their work is to lend a helping hand and keep us safe from harmalways near to heal the pain that consumes us like a swarm.Hope and everlasting love is the hugging armin their loving care we feel always safe and warm. Many people walk alone and never see the lighteven though it is surrounding them and shining very bright,they close their eyes and choose to fight in the endless night. My wish for you my dearest friend is to find the light aboveto feel the peace inside your heart and fill it up with love.God is always by your side his sign “ the flying dove” fluttering wings in the silent night reaches high above."
99,99.0,"This is where my life is, I hope you can find it. Look there on the left of it, the suitcase. It´s filled with memories, forgetable faces and someplaces I go to hide. I see you and everyone else walking past my hiding place ´cause you can´t see me. no one can, not anymore. But I still give directions to where my life is, and again I open my suitcase just in case someone might be curious enough to look inside. You see, this is where my life is, I hope you can find it, I really do.. —–"
100,100.0,It wasn't untilI met you that Irealized that my dreamswere lost in the alley of habitWhy do you have to make my heart singwhen my heart is supposedto belong to someone else?The world is much brighter when you are in itmaybe it's for the betterthat you are yet so far away from meOn the other side…
101,101.0,"for many years I've walked this roadand I don't want to look backbut I am just walking in circlesso with every step I'm getting closerto the place I've always been atto the place that I've been running fromno matter what I do, where I go, what I sayI seem to find myself here, every timethe girl, that craves the futurebut is stuck in the circle of her lies in the past .. Dare to confront what can only be imagind"
102,102.0,You can chose betwene life or deathif you choose lifeyou see yourself fall in loveand get strike downover and over againIf you choose lifeyou find people that you loveand watch them fall downover and over againIf you choose deaththan you won't worrie about loveall the worries and the pain will go awayIf you choose deathThen you won't fall in loveall emotions will be goneAnd the pain will go away www.kosmos-theband.tk
103,103.0,"This smile will follow meeverywhere I goThese eyse will watch mewhatever I doI can understand youI´m sure you understand meWhy I said these thingswhy I cryed these tearsThis heart will always be hereeven if I pick the wrong wayThis soul will always be in meeven if you can´t see ""All we have to decide is what we do with the time that is given to us"""
104,104.0,"I'm the little star on the sky.Just think to me and i'll help.You dont have to be afraidbecause i'm here,here for you.I'll dry your tearsand sing for you,and rememberi'm always there. Evanescence Forever!"
105,105.0,"Maintain your dream-stage visageMake no amends, make no amendsThe walls will clean it upThey laugh in shadows, they laughNo mere mercenary will portrayThe unacceptable truth that we inhaleHe sleeps in a garden made of boneNo escape for you.It makes everything beautifulIt makes all the lies much sweeterNo life ever asked for birthAnd all that ever matters is yesterdayIn quivering quivers, his arrows quiverHe fumbles, he falters, he firesThe walls will clean it upThey laugh in shadows, they laugh"
106,106.0,"As I enter the roompeople look at metheir eyes piercing my body They do not speak but they fear for meAs do ISearching for me,where have I disolved to?I wasn't born this wayI didn't chose thisScared of changeBut knowing I need itI take the first stepThe first leapThis time I will make itAlready feeling betterfinally over the crave I lost myself somewherealong the wayAt last the devil disappearedI have so much to live forbut now I come first Sickened by all the commentstired of all the shitJust want my life back Finally the vicious circle has endedand I love me as I amI found myself at lastBy Sae"
107,107.0,"Hallo bara va hvad eg er ekki buin ad skrifa herna lengi!! Shit hehe. eg var svo mikil gelgja thegar eg var ad skrifa thessar greinar ad eg gaeti daid ur skomm hehe ;) en jam eg hef verid dugleg ad semja ljod og herna er eitt af theim nyjustuScarred for eternityYou said you’d always be my friendYou said we’d never partI believed you till the endWhich wasn’t all that smartYou crushed my heartAnd abused my trustFriends Forever, friends don’t lastFriendless now that was fastDarkness within my heartWhere you use to beNow there’s nothing thereJust an empty spaceHurting and eyes filled with tearsI’ve just realized I lost my friendBest friends for three yearsWith only memories to visitI’ll never forget what youPut me through that nightMy soul is bleakMy future is uncertainLost,Emotions start to grow strongConfusion, anger and disbeliefLove replaced with sorrowQuestions begin to flowBut the answers never arriveYou chose strangers over meStrangers that only want your moneyThey don’t love you for youLike I didBut I guess you must learn the lessonThe hard wayGo back to your drugsAnd alcoholI don’t need your friendshipSo empty, so coldNo trust, no love,No hope, no moreSko thetta ljod fjallar um vinkonu mina sem er ekki vinkona min lengur vid urdum ovinir bara nuna a laugardagskvold og hun gerdi bara thad ogedslegasta sem enginn aetti ad lenda i med vinum sinum ;( eg var geggt sar en nu er eg bara yfir thetta drama ;) enjoy og jamm plz commentid a ljodunum minums er ordin sollti rydgud ;)sae *cubone* Diva"
108,108.0,"If only you would seeThese things you doEvery little thing I dodoesn´t mean a thing for youWhy do you act like thislike a person that doesn´t giva a shitWhy do you talk like you don´t careit´s like “how do you dare”I´m feeling so lonlyFeeling a little usedWhy can´t you see melike you once didIs it me….Is it the things I doIs it because of you…or is it the things YOU do ""All we have to decide is what we do with the time that is given to us"""
109,109.0,Hate me when I'm goneTomorrow is in my handsI'll get up before dawnLife forgot my plans.Burn the paper I left behindWords are never told rightEverything is different in my mindI'm fading into something bright.Break my skinIt's made out of glassFind the pain withinThank the working class.Talk to me in dreamsMy voice hidden in cornersLife is here and it screamsYou are all mourners.
110,110.0,"Who are you? The knock on my window when my eyes fill withwonder, the tick of the clock that travels with the speed of light?Are you the breath that I breathe out, are you the song I sing myself to bed with? Are you the food I feed myself every day, theair that I live on, are you the sun that casts its rays over me, areyou the moon that leads my way in the darkened night?Who am I? The shoes that you wear when you walk the unknownstreets, the wind that plays with your hair that travels through the roots of you? Am I the beat of your heart, am I the words you readyourself to bed with? Am I your footprints in the pouring rain, theshadow on your wall, am I the ocean where you drown your thoughts, amI the blue sky that puts your answers in your mouth? Dare to confront what can only be imagind"
111,111.0,"It's funny how the world can changeone day, your the hitthe next day , you're not itit's funny the way people can changeone day, their your best friendthe next day, your friendship takes a sudden endit's funny the way I have changedone day, I hate it and it's gamethe next day, I'm acting exactly the same Dare to confront what can only be imagind"
112,112.0,"one day it will all be goneand you will be left with nothingI will stand there and tell youthat it's a shame we never lovedwhat we have lost, forever goneand then there will be nothing left to saythe only thing we can do is sit inside, beg - hope and praythat He will come again and wash our sins awaynot yesterday? not tomorrow .. but today.in a pool of black waterhe will drown them in the dark sea filled with losses and guiltalready black with vanished hopes and dreamsyou will look at me with those eyes he gavetell me the lies he taught youand follow your fears till the day you die Dare to confront what can only be imagind"
113,113.0,"Looking at the skies.Thinking of the Dead.Thinking of everyone thats Died around me yet.Think about my mom.Think about my dad.Think about my sistersand think about my friends.Now I’ve got nothing left except my own damn self,I just want to Die and go to heaven or hell.No point in living, I wanna Die right now,gonna complain a suicide, but I don’t know how.Two weeks later.Not yet Dead.Met this girl.Now I’m lying in bed.Thinking about her.Her name is Sue.She knows how I feel, because she’s been there too.But now she’s gone too, I’m all alone againDon’t want to live like this, I wanna see my friends.Holding a gun, gonna pull the trigger.Float into eternity and Death."
114,114.0,"You are me winter trees, my sleeping darkness in my awaking dreams,my old childhood fears, the monster in my closet as I softly count to ten.You are the snow that melts down my broken back when the sun won't shine, my before seen chill, the longing I carry as you swiftly disappear.I thought I cought a little glimpse, I thought I saw you here,the snow started falling of my winter trees,I thought I cought the words, I thought I saw you there,my trees took blossom, embracing their leaves.You are my summer trees, my shining brightness in the rising day,my new exciting fears, the fairy on my shoulder as I softly wish again.You are the leaves that fall down my smiling face when the sun won't leave, my symmer warmth, the longing I carry as you swiftly appear.The snow started falling of my winter trees,my trees took blossom, embracing their leaves. Dare to confront what can only be imagind"
115,115.0,"You are me winter trees, my sleeping darkness in my awaking dreams,my old childhood fears, the monster in my closet as I softly count to ten.You are the snow that melts down my broken back when the sun won't shine, my before seen chill, the longing I carry as you swiftly disappear.I thought I cought a little glimpse, I thought I saw you here,the snow started falling of my winter trees,I thought I cought the words, I thought I saw you there,my trees took blossom, embracing their leaves.You are my summer trees, my shining brightness in the rising day,my new exciting fears, the fairy on my shoulder as I softly wish again.You are the leaves that fall down my smiling face when the sun won't leave, my symmer warmth, the longing I carry as you swiftly appear.The snow started falling of my winter trees,my trees took blossom, embracing their leaves. Dare to confront what can only be imagind"
116,116.0,running awayfrom space and timetrying to findsome peace of mindthinking about the things I've donewondering wtfI've become ..all these thoughts run through my headis it better to be aliveor is it better to be dead? Dare to confront what can only be imagind
117,117.0,Do you want to save me or not?Do you want to know my heart?Do you want to find my path?Or do yo want to walk alone?Do you want to save me from myself?Do you want to wipe off all my pain?Do you want to look in to my eyes?Or do you want to let me die?Do you want me to be free?Do you want me to leave?Do you want to see me feeling bad?Do you want to go?Then save meAnd kill me thereafter.Christiana
118,118.0,don't take anything for grantedthere is to much at stakeyou could end up doing something stupidyou could ruin everything by a mistakeprobably you don't knowand you probably don't carehow could you understandif you weren't even there?don't judge me by my looksdon't say I'm cute or funcause everything I haveis nothing so if you take a look inside methen maybe you'll seethat there's so much stuff hidingwanting to be free .. Dare to confront what can only be imagind
119,119.0,Countdown to War10 seconds to war!So little timeLittle time to get awayGet so far awayFrom this war9 seconds to war!I see them comingOver the hillWith their gunsFrom this war8 seconds to war!My sister is hidingMy mother is cryingMy father is fightingIn this war7 seconds to war!I’m packing my bagsPutting my things in a bagTaking a chanceTo escape this war6 seconds to war!I pray for my fatherI pray for my motherI pray for my sisterTo live this war5 seconds to war!I put on my jacketI pick up my gunI kiss my mother good byeAnd join this war4 seconds to war!I’m out the doorsI’m out on the streetsWere people are beggingFore no ware3 seconds to war!They start to fireI start to fireEvery one fireNow it’s beginning a war2 seconds to war!I run to a shelterI point my gunI fire on themI’m in a war1 second to war!I hear so soundI turn aroundI fireIts warWar has begun!She falls downWith no soundI shot hereA little girlIn a little red dressShe is lying dead on the groundWith blood all aroundMy little sisterWas a victim of wa
120,120.0,"The things that we did togetherEverything was perfect how could this happenI thought it would be foreverBut i'm sorry I can't be perfecti've made many mistakes but I will try to fix themall I wanna do is to be with youI miss you so much and you can't understandhow much I love youand how much you mean to meNothing's gonna change the way I feel about you I'll try to make this right again Please don't turn your back ON meI can't believe it's hard just to talk to you I know you deserve more than mebut i'll try to give you everything I canjust hold me in your armsand you'll feel it, we are meant to beBut i'm sorry.. I can't be perfect www.kosmos-theband.tk"
121,121.0,I live a life of unstoppable horrorsno-one can help me outsomething shut all the doorsand what is that about?i walk my lonely road and cant find a shelterlike hell´s got me by the throatand nothing ever gets betterStill i try to look forwardand hope better times will comebut like its not already hardlife stabs me where i roamwhile i sink into depressioni pray for someone to take me inbut like an endless reflection it allways stays the sameNow im cryin out for help and get no answerfeel like a helpless whelpin the endless abyss of hellif you can give me a handi will take it not that it will get me outwhat can i say? life stinks.
122,122.0,"Why do you care,You don’t even listen to me.Everything I say,It just blow away in the wind.Why are you talking to me,You have never listen before.Why now, why when everything is just perfectJust the way it is right now.Why are you crying,It should be me.But you think of you as a king,I am the slave.Why are you looking at me,Before you ignored me.Am I different now,Or do you want to hurt me more.Why do you love me,You just hated me yesterday.Why not leaving me alone,Just forget me please!"
123,123.0,"Broken feelingsMy feelings for you are just to strongIf I feel this way, it just cant be wrongI wish I had you beside me alwaysYou are the one that lights up my dark daysCut my heart with razorblades so my heart will dieIf then I can live without feelingBecause now without you my life has no meaning I feel so good around you I always think im dreaming I want you but you don’t want me the same wayGot nobody to talk to, if there was a god I would prayPray for a brighter dayI want to tell you how I really feel but I cant say i keep the bible in a pool of blood, so that none of it´s lies can affect me"
124,124.0,"Rooms shaped like little boxesIn every corner you can find a secretand all you can touch is air.Rooms smelling like war fieldsIn this tiny room you can find many ghostsIf you stay, you will choke to death."
125,125.0,"What if love is just a fakeand this panic over heartbreakWhat if life isn´t realand these poor feelings we feelWhat if we never really dieand the floor is the skyWhat if this will all blow awayand there whore never a day~kannski einhverjar stafsetningarvillur~ ""All we have to decide is what we do with the time that is given to us"""
126,126.0,"Dying from the inside! There was a girl, A pretty, sweet and ignocent girl! -A girl, who now is dying from the inside- Her mouth does not anylonger laugh, Not even smile! -Now she's a survivor, dying from the inside- Nobody hears her scream, nobody hears her cry, Nobody sees the tears runnin' from her eyes! -Lonely girl is dying from the inside- Memories turns back in her head, Makes her wish she was dead! -She is slowly dying from the inside- Alone at her room with the knife and sleeping pills, Life is turnin' away, nuttin' she feels! -This young girl is now gone, killed from the inside-"
127,127.0,"The deskI still remember when my father took the large desk for an overhaulHe wasn’t happy about the work they’d done on it!I didn’t realise at the time, what was wrong with itIt looked fineIt sat in the dining room for yearsI still remember coming down the stairs (from my bedroom)In the middle of the nightTo find him pounding on his computer (I’m not sure it was called a computer then)He seemed to work all hours this manWhy couldn’t come out and play football?Later when I thought I was grown, a MAN (not that I was)I still heard him at the deskNow it felt more safe than repellingHe still hammered away during the night(though I ounce checked an no one was there)The desk kept his writings – his thoughtsLike the Whale that consumed JonahBut this whale didn’t digest, just devouredI sit at this desk nowFeels good to touch the ancient woodI’ve always thought it to be driftwood from RussiaAnd it deliberately escaped the mill to be foundAnd made into this deskWanting to be more than just ParquetJust to be stepped onThe desk connects me to himTo earth, to write nothing importantOr highly importantDepends on the mood I guessFeels good to sit here though."
128,128.0,"Samdi thetta ljod a medan eg skrifadi thad her. I dag 30/03/2005.I midjum fjarsjodnum. Bindur sig fast vid hugann og snyr hann i hringi.Af hverju svo skitug?Hvi var hun geymd?Vita thau?Jafnvel… føldu thau?Eg se blodid ur henni, blodid mitt…I henni.Ef eg hefdi aldrei opnad fjarsjodinn…? www.folk.is/inga_zeppelinfan"
129,129.0,"Here you areMaking me thinkLeaving a scarI'm about to sinkDeeper, deeperSome kind of Grim ReaperMake me dieNo, that's a lieActing like a fool keeps me strongBut not for longIf you keep on being so niceI might have to break the iceCourage I lackFull of emotionsI'm like a sackIf you find a threadDon't pull it pleaseDon't treadCan't you just take me with ease?I know I'm sadOh so scaredIf it made you feel badSorry, that's a burden you should never have bearedHeld by your armSafety that's the caseYour irresistable charmI forget the time and place"
130,130.0,"Turn on the tellyno channels no choiceonly white noisefilling your earsand empty eyesso you can´t disguiseyour dreary lonelyness.Douse it in some alcoholthat leaves you stone cold,but you pour some morejust to be sure´cause there is no other waybut down,at least today —–"
131,131.0,"I'm done being madAnger isn't getting me anywhereIt just makes me look sadstop the drama, do I dare?Running through the neverending mazeI can't find my wayCreating an unneccesary hazeI need to find a place to staySomehow I must make it stopEvery day there's something newI'm so tired I could dropAny moment, just numb for a fewWhy can't people just be thankful?They have everything they needDon't they ever feel regretful?'Cause of all the people they made bleedSpinning worldI have to stop itStill I'm just one girlAll alone, I can't do shit"
132,132.0,"Everything that was ever saidJust sounds like an echo in my headThe energy of the fear still keeps me strongIf only it didn't feel so wrongTo get the dream I so long soughtI can't catch it the way I thoughtAll the good things begin to tearIt seems to difficult to bearFeeling rotten, completely illI can't allow myself to keep stillI can't improveIf I continue to moveBut in the en peace will stayAnd in my deep sleep I will lay"
133,133.0,"White, redBlood all over the bedPoodle on the floorBut nobody opens the doorShe’s dying slowly in a painful wayWhen she realizes this isn’t the dayAnd she isn’t meant to go this wayBut when that thought finally crosses her headIt’s to late… she’s already dead…fann engann titil…"
134,134.0,"Why don't they help me?Why Don't they care?Why don't they listen to my littel pray.They don't understand how I really feel,My life is a thing they are dying to peel. But why don't they listen to me, like they are suppose to do. My life is HELL whit out you. You help me get throw the hardist day'sAnd you really listen to my prays. one, two, freddy's coming for you"
135,135.0,"I´m twenty years oldand my name is Bill.I live in a flat,just down that hill.My dad was a policeman,and so am I.I know it´s dangerousand I could die.I´m walking homefrom a day full of sorrow.I hear the guys screaming:“See you tomorow!”Then I see that man,with a black hood,and a woman screaming:“Please don´t shoot!”I tell him to stopand the woman starts to run.The man turns to me, with a loaded gun.And then I hear the gunshotand think: “Hey what the heck.”But then I feel the bullett,going through my neck.I can still hear the gunshot,playing in my head.My body´s getting colder,and soon I will be dead.My breath is getting shorter,I keep on thinking why?The pain is lasting longer,I know I´m gonna die.I´m saying all my prayers,like when I go to bed.My neck feels like burningand the ground is turning red.I try to stand up,in my eye there is a tear.I try to whipe it off,still my heart is full of fear.I can hear the angelsand see the beuty sky.Now there is no danger,and I´m not afraid to die.Now there is my funeral,and the criminal in jail.He got a death penalty,the reaper´s on he´s tale.All the grief is over nowand I´m singing in the sky.I know I´m not gonna wake up again,I´m not even gonna try.This was a sad day,a good mans life was spilled.But in a way it was a good day,the justice was fullfilled."
136,136.0,"I’m an unwritten story.A work of art, waiting to be made.All of my achievements, all my glory,All these things I’ve done.But still there is no story.I will never feel any regret,I will never feel sorry.Cuz on my goal, my eyes are set.But no feelings, are out let.I could write it as I go along,But I don’t really want the fame,I don’t really need the shame.I don’t want all that glory.And that will be my story I’ll just go with the flow,Stand in the front of the row.As I’m waiting, to get to that place,Waiting for god and all his angelsTo give me some grace."
137,137.0,"~ Behind these tears ~ Behind these tears, Beneath this pain, A child who fears, Fighting in vain, Too many times he tried, Even blood he cried, He is dead inside, Still no one hears, No matter how far he goes, How loud he screams, All eyes are closed, They're dead it seems, May be death found to them a way, May be who knows, Or may be they didn't find a reason to stay, No one cares I suppose. ~*Hrislaa*~ ./hundar"
138,138.0,"In the darkness of the shadows, Lies my soul, Looking inside me,There is only a hole, When the night falls,My pain rise again, Can't help it but give in,Even death can't release me, I'm already dead, Can't find a way to stop this voices in my head, Waiting between thousands of lives for someone can hear my within voice screaming, I'm not just a kid, Can't find myself, Lost in my thoughts, Confusion will end, Whatever it costs, Begging my eyes not to be cryin', While writin' my last line, Waiting for something to make me stop, Just before I let the pen drop, Here she comes looking at me,Holding my hands to make me see, My hidden spirit, It seemed so true, Life is so beautiful if we only knew.~*Hrislaa*~ ./hundar"
139,139.0,maybeif the phone ringsi will not answer.if the doorbell sounds i will be silent.if the rain continues like thisi will not care.maybe
140,140.0,"Sit in in a room filled with hate and greed, think of death just to fill your need, fill you need of death and destroction. Feed my life with sorrow, my life you shall borrow If you will, you shall die of sadness, madness shall drive you to destruction i keep the bible in a pool of blood, so that none of it´s lies can affect me"
141,141.0,"I thought our relationship was strongbut obviusly I was wrongnow I see you with him and I rememberthat you cheated on me in late decemberwhat the fuck were you thinkingand why the fuck do I careout of all the peopleyou had to pick meand out of all the stupid thingsI had to pick youI guess then you got boredand then you scoredwith my best friend, you fucking whoreyou don't even know meand I don't want to know youyou should have seen this comingbut you were too busy fucking someone elsemy heart to stoneI'm all alonemy world is collapsingand I have nowhere to goI fucking hate myselfI just want you to know you think I'm different, when we are truly the same, I only show what others hide."
142,142.0,"In Memories is where she walksCovered in the Depths of a beautiful mind.Her body is drifting away into the jealous seaShe knows that life doesn't jump up or down.flying with the birdscrying baby's in the skytrying these diamonds todaydying tonight is satan's wishin neverland, we all changesleeping fire, nobody is cold enoughI guess i'll fly away and give her a hug.in the hidden garden, I center my emotionsno angels or devils, just me and the trees.I have praised, through her soul I am me going back, don't you understand…?there's a spirit in the mirrorlooks back at me without saying wordstime doesnt stop, because then life wouldnt move on.breathing mountains, as I walk up to the sun.If I'm dying, dont hold my hand."
143,143.0,"In Memories is where she walksCovered in the Depths of a beautiful mind.Her body is drifting away into the jealous seaShe knows that life doesn't jump up or down.flying with the birdscrying baby's in the skytrying these diamonds todaydying tonight is satan's wishin neverland, we all changesleeping fire, nobody is cold enoughI guess i'll fly away and give her a hug.in the hidden garden, I center my emotionsno angels or devils, just me and the trees.I have praised, through her soul I am me going back, don't you understand…?there's a spirit in the mirrorlooks back at me without saying wordstime doesnt stop, because then life wouldnt move on.breathing mountains, as I walk up to the sun.If I'm dying, dont hold my hand."
144,144.0,"Untitledfields of bloodo´gracefull skyflesh in mudthe moon sets highshooting guno´heartless mandear not run!you did it you can LightsShine moonlight, bright.Away, obey the night.Light in darkness trapped…Flame of morning burn.Daylight, have we earned? www.folk.is/inga_zeppelinfan"
145,145.0,"Left me behind. These wings, These wings, they slip and fall. These wings they cannot fly. Why did you leave me behind? These woods are dark. These trees, These trees, they loom around me. These trees they smell of blood. Why did you leave me behind? ./hundar"
146,146.0,"Please treat me nice! :PSometimes I forget,Forget my pain, forget my sorrow,Sometimes I forget there is tomorrow,I forget time, and place,Float on air in time and space.My memories are just a haze.So I think about the present, I think about the peace,Will someone just save me, please?And as I’m floating on free air,I scream and yell, in quite despair.Don’t know what will happen now,Will I ever get back down?Someone will probably think its fair,But it’s too much for me to bear.So I loose my grip and fall to the groundI fall and I fall forever it seems, I finally come down, and I fell to my death,Would they laugh?Would they cry?Would they even notice I died? Earth to earth, and dust to dust.Now I lie here, beneath the ground,To warm me, only the dirt,Thinking: I finally got out,From the pain, and the sorrow,And now, there is no tomorrow.Here, only peace and quiet, And I said to myself as there I lay,Here I will stay,Forever, and have nothing to pay."
147,147.0,"The sky is ink-black, the moon is a paper cut-out from a bad b&w movie and the fog covers the sea like the thang huging it's newly sunken son.I'm thirsty yet dare not drink, for the only cup that I have siped of tonight is the dark goblet of depression, it's taste still vile and bitter in my mouth.I feel like the razor must feel, when it's cut has already wanished, both useless and expendable, yet I sence this urgency, creeping soundlessly and hidden in the torn fabric of reality.The dark and gloomy cavern that holds my ego captive blackens as my shadow looms over it, watching, waiting hungerly.I'm sick of all the bullshit that has burrowed it's way trough my skin over all these years, yet do not lift a finger when memories flicker,for I am equaly as tired.Yet I still go on, still draw breath, still pump blood trough this trap of flesh, for I know the day will eventualy come, it's dawn both welcome and blinding.But for now, I'm tired, and tired I will remain, at least for a little while while….."
148,148.0,You screamed to mebut no replyyou cried over meplease dont dieDont leave me here so lost insideyoull never forget herthe girl who died ./hundar
149,149.0,"Wet sand, four year old feels warm between Dark toes, knees buckle, lips intervene I'm by your side Suck up the dirty fluids Through a disgusting cloth, can you do it? I'm by your side Hard, still hot metal, petrified Your little girl bleeding, she just died I'm by your side Your last babytooth feels so alone Dark spit, “Here suck on a human meat cone!!” I'm by your side As you offer the other cheek heart pounding, face bleeding unable to speak I'm by your side Call me god, devil, death or Jesus, What ever you feel just but rest assured… I will never leave your side"
150,150.0,"Touch my forehead, softly,Mind you I'm not as strongListen, listen to me pleaCan't hold this candle for so longAs I walk down the isleSlow down I'm wearing heelsCan anyone please shut that child upO, my god no one knows how it feelsCan I please open my eyesI always pray like that, staring at the moment between the liesWhere I am the most caringOf course death doesn't careFaith is its manual and guideStill think its a little unfairthat it found out where I hideThe white in my eyes dries upLeaving my stare strained and huntedMuscles in my throat relax, give upTo live smiling was all I ever wanted"
151,151.0,"I know that your eyes, tell me no lies,And in your smile, I can get lost for awhile.I miss your voice…I miss your face…But with every beat in my veins,I hear the rattle of your chains.I need to get you out of my mind,Out of my heart, as the two are entwined.Cause I know you are wounded, with several scars,That led to you sealing off, with heavy bars.My soul is torn…Inside I’m lovelorn…I sit here with the pieces of my heart,I watched, as it fell apart! G"
